Fiscal Year,Work Location Borough,Regular Gross Paid,OT Hours,Total OT Paid
2020,BRONX,48035.11,21,622.72
2020,MANHATTAN,43413.11,207,5713
2020,MANHATTAN,48914.17,11.5,374.09
2020,QUEENS,48914.17,13.5,363.93
2020,MANHATTAN,48914.17,10,339.88
2020,BROOKLYN,44054.74,127.75,4272.29
2020,MANHATTAN,48908.26,6.75,180.11
2020,MANHATTAN,48914.17,5.75,151.79
2020,MANHATTAN,48914.17,5,135.95
2020,MANHATTAN,48914.17,2.5,52.12
2020,BROOKLYN,40780.52,122.5,3116.15
2020,BROOKLYN,46972.69,9.25,245.15
2020,MANHATTAN,42534.75,233.25,6309.4
2020,BROOKLYN,47881.8,28.75,737.82
2020,MANHATTAN,48576.36,0.5,13.2
2020,MANHATTAN,45539.67,93,3047.02
2020,BROOKLYN,41255.6,73,2324.16
2020,BROOKLYN,41205.35,155.5,4648.4
2020,QUEENS,43736.11,33,1025.55
2020,MANHATTAN,47021.28,37.25,1031.96
2020,MANHATTAN,46415.19,34,869.7
2020,MANHATTAN,41301.98,41.5,1309.53
2020,MANHATTAN,42132.82,33,1173.07
2020,QUEENS,40846.11,213.5,5879.58
2020,MANHATTAN,38272.35,336,9124.8
2020,MANHATTAN,44340.58,12.5,393.05
2020,MANHATTAN,41824.49,2.25,55.59
2020,MANHATTAN,44603.11,70,2137.24
2020,MANHATTAN,41549.94,19,472.73
2020,MANHATTAN,43504.78,1.5,39.15
2020,MANHATTAN,37882.32,185.25,5599.19
2020,MANHATTAN,43462.38,98.5,3262.54
2020,MANHATTAN,41421.89,2.25,56.38
2020,QUEENS,42534.75,153.75,3959.85
2020,BRONX,41221.05,1.5,37.42
2020,MANHATTAN,38948.98,259.5,7264.47
2020,QUEENS,44643.51,64.75,1451.83
2020,MANHATTAN,41188.67,21.25,678.89
2020,MANHATTAN,41205.35,64.75,1860.79
2020,BROOKLYN,41221.05,12.5,377.79
2020,BRONX,40555.01,29.75,942.38
2020,MANHATTAN,41205.35,115,3170.31
2020,BROOKLYN,41205.35,163.5,3695.38
2020,MANHATTAN,44387.69,20,576.1
2020,BROOKLYN,42823.56,83.25,1957.46
2020,BROOKLYN,41205.35,153.25,3461.22
2020,BROOKLYN,43705.83,2.5,56.78
2020,MANHATTAN,40846.11,110,3175.5
2020,MANHATTAN,38055.12,229,6294.5
2020,MANHATTAN,41876.99,73.5,2212.65
2020,BROOKLYN,42850.65,58,1370.47
2020,MANHATTAN,39648.8,100.25,2753.29
2020,BRONX,43080.66,43.75,1027.65
2020,BROOKLYN,41205.35,97,2676.2
2020,MANHATTAN,41205.35,2,47.32
2020,BROOKLYN,41205.35,93.75,2590.78
2020,MANHATTAN,41205.35,107,2423.43
2020,BRONX,40704.43,87.5,2205.55
2020,MANHATTAN,41205.35,79,2245.84
2020,MANHATTAN,42534.75,26.75,800.59
2020,BROOKLYN,41228.11,83,1985.89
2020,MANHATTAN,39740.79,115.5,3317.11
2020,QUEENS,42534.75,11,271.91
2020,MANHATTAN,40508.29,93,2239.08
2020,MANHATTAN,42699.2,1,23.74
2020,BROOKLYN,41364.53,52.75,1294.16
2020,MANHATTAN,41205.35,25,584.79
2020,BRONX,42088.07,20,551.1
2020,MANHATTAN,41205.35,58.5,1412.39
2020,MANHATTAN,40708.17,68,1664.49
2020,MANHATTAN,41205.35,1,21.32
2020,MANHATTAN,34665.5,292.75,7408.24
2020,MANHATTAN,41998.75,1,22.91
2020,BRONX,41205.35,15.5,372.5
2020,QUEENS,40846.11,31,683.24
2020,BROOKLYN,40763.44,26,721.52
2020,BROOKLYN,41205.35,10.25,241.84
2020,MANHATTAN,41205.35,4,91.62
2020,BROOKLYN,41205.35,3.5,77.84
2020,MANHATTAN,40445.96,36.75,717.08
2020,MANHATTAN,40063.09,1,25.79
2020,MANHATTAN,36733.38,158.5,4066.81
2020,BROOKLYN,38458.38,92.25,2496.39
2020,MANHATTAN,39168.67,27,1259.23
2020,MANHATTAN,35831.29,192.5,4545.14
2020,MANHATTAN,37151.29,106,2942.12
2020,BROOKLYN,38117.51,77.5,2111.1
2020,MANHATTAN,40130.65,4.75,99.05
2020,MANHATTAN,40186.82,1.25,27.8
2020,MANHATTAN,39585.02,14,344.68
2020,BROOKLYN,38339.68,50,1271.69
2020,BROOKLYN,36046.73,124.75,3370.17
2020,MANHATTAN,37517.4,38.75,1025.53
2020,BROOKLYN,38718.79,13.75,314.95
2020,MANHATTAN,37411.23,28,660.82
2020,MANHATTAN,35667.3,142.5,3023.23
2020,MANHATTAN,35831.29,115,2805.65
2020,MANHATTAN,35831.29,114.75,2409.26
2020,BRONX,33699.64,24.5,671.53
2020,MANHATTAN,35831.29,102,2171.77
2020,BROOKLYN,37939.28,2.5,55.6
2020,BROOKLYN,33323.74,111.75,2847.29
2020,BROOKLYN,37643.64,4,109.6
2020,MANHATTAN,36597.07,28,702.84
2020,MANHATTAN,35831.29,8,165.08
2020,MANHATTAN,36377.48,20.25,497.34
2020,MANHATTAN,34673.16,9.75,337.28
2020,MANHATTAN,35831.29,9,174.05
2020,MANHATTAN,35746.34,7.75,149.88
2020,MANHATTAN,35831.29,3,59.76
2020,MANHATTAN,35669.36,5.5,106.37
2020,BROOKLYN,35568.06,1,19.92
2020,BRONX,35105.34,16.75,373.53
2020,BRONX,34974.73,18,464.85
2020,BROOKLYN,34488.41,40.75,961.36
2020,MANHATTAN,28891.58,130,6205.45
2020,MANHATTAN,34068.04,25.5,589.94
2020,BROOKLYN,32861.49,90.5,2110.72
2020,MANHATTAN,33024.93,42.5,1517.51
2020,BROOKLYN,33107.14,19.25,438.13
2020,QUEENS,33317.34,27.25,1093.96
2020,QUEENS,33814.7,4.75,129.15
2020,MANHATTAN,33194.3,27,608.52
2020,BROOKLYN,33126.33,17.5,423.26
2020,BROOKLYN,32962.27,14.5,288.81
2020,MANHATTAN,33126.33,11.25,236.55
2020,MANHATTAN,30263.07,4,103.6
2020,BROOKLYN,31998.51,42.25,1003.73
2020,MANHATTAN,31397,13,268.26
2020,BROOKLYN,31941.37,32.25,728.46
2020,BROOKLYN,32025.51,23.5,538.4
2020,MANHATTAN,31137.83,54,1257.38
2020,BROOKLYN,31636,29.25,690.84
2020,MANHATTAN,31141.24,15.25,381.26
2020,BROOKLYN,31141.24,5,114.78
2020,BROOKLYN,29057.06,56,1862.52
2020,BROOKLYN,29834.65,39.25,776.65
2020,QUEENS,29655.71,24,710.06
2020,BROOKLYN,28471.71,77,1900.04
2020,MANHATTAN,30000.17,4,88.96
2020,MANHATTAN,29908.36,1,23.64
2020,MANHATTAN,28345.68,78.75,1544.49
2020,MANHATTAN,29285.65,21.75,437.18
2020,MANHATTAN,29107.97,15.75,325.57
2020,MANHATTAN,28695.38,28,541.52
2020,MANHATTAN,28294.38,6,119.52
2020,BRONX,25322.96,13,399.97
2020,BROOKLYN,26815.49,3,67.95
2020,MANHATTAN,23578.56,90.25,3197.73
2020,MANHATTAN,26073.89,6,134.58
2020,MANHATTAN,25065.52,8.25,159.56
2020,BROOKLYN,24969.9,41,976.62
2020,MANHATTAN,24749.07,15.25,397.73
2020,QUEENS,23663.49,24,617.46
2020,MANHATTAN,24171.77,2,38.68
2020,MANHATTAN,22782.16,17.75,588.74
2020,MANHATTAN,23654.87,23,458.16
2020,QUEENS,23583.11,18,348.12
2020,BROOKLYN,19635.89,96,2486.3
2020,MANHATTAN,21636.86,15.25,352.84
2020,MANHATTAN,20275.13,75.25,1705.2
2020,QUEENS,20688.08,1,29.61
2020,MANHATTAN,20240.22,10,413.74
2020,MANHATTAN,19332.11,32,622.36
2020,MANHATTAN,18797.42,1.75,68.01
2020,MANHATTAN,18458.55,15.75,371.01
2020,MANHATTAN,15792.89,32,836.35
2020,MANHATTAN,14225.38,10,358.26
2020,MANHATTAN,15090.88,4,124.43
2020,MANHATTAN,14531.89,1.75,51.97
2020,QUEENS,10718.16,37.75,849.02
2020,BROOKLYN,8377.59,32,799.72
2020,MANHATTAN,8784.8,33.5,781.18
2020,MANHATTAN,9036.71,12,258.96
2020,MANHATTAN,9043.68,3,59.76
2020,MANHATTAN,7669.2,9.75,241.53
2020,MANHATTAN,7073.84,4.25,107.82
2020,MANHATTAN,5367.36,44,1109.95
2020,MANHATTAN,952.2,2,77.37
2020,MANHATTAN,0,20,833.68
2020,MANHATTAN,0,13,509.12
2020,MANHATTAN,0,12,364.85
2020,BROOKLYN,0,10,349.09
2020,BROOKLYN,0,9.5,252.41
2020,MANHATTAN,0,9.5,228.2
2020,MANHATTAN,-52.86,7.25,209.38
2020,MANHATTAN,-5.52,7,162.58
2020,MANHATTAN,0,6,144.18
2020,MANHATTAN,0,6,140.14
2020,MANHATTAN,0,6.25,136.85
2020,MANHATTAN,-70.15,9.75,195.2
2020,MANHATTAN,0,5,129.2
2020,BROOKLYN,0,4.25,116.31
2020,MANHATTAN,0,4,113.37
2020,MANHATTAN,0,4.25,86.87
2020,MANHATTAN,0,3.75,85.26
2020,MANHATTAN,0,3,75.66
2020,BROOKLYN,0,2.5,66.4
2020,BROOKLYN,-0.01,3,56.18
2020,BROOKLYN,0,1.5,32.62
2020,MANHATTAN,57101.37,445.75,19237.08
2020,MANHATTAN,131874.52,71.25,6763.54
2020,MANHATTAN,119544.5,97.75,7756.17
2020,MANHATTAN,104473.97,176,11860.62
2020,MANHATTAN,111144.19,23.75,1557.29
2020,MANHATTAN,102955.5,131.75,9223.89
2020,MANHATTAN,106473.13,85.5,5246.57
2020,MANHATTAN,80508.9,467,30189.78
2020,MANHATTAN,108314.04,4.25,255.85
2020,MANHATTAN,102635.44,10.5,644.94
2020,MANHATTAN,98702.13,146.25,9322.36
2020,MANHATTAN,98531.86,88,5232.04
2020,MANHATTAN,102809.65,14.25,859.89
2020,MANHATTAN,97907.21,57.25,3640.27
2020,MANHATTAN,87970.55,205,13162.33
2020,MANHATTAN,95212.95,86.75,5188.2
2020,MANHATTAN,96252.78,26,1556.19
2020,MANHATTAN,93345.6,46.25,2885.91
2020,MANHATTAN,79343.74,303.75,16607.89
2020,MANHATTAN,84506.25,207,11824.46
2020,MANHATTAN,80200.05,202.5,12059.58
2020,MANHATTAN,95030.61,7,384.59
2020,MANHATTAN,83285.06,205,11719.97
2020,MANHATTAN,95106.61,1.25,64.15
2020,MANHATTAN,78454.7,255.25,14898.28
2020,MANHATTAN,70634.16,395.25,19669.17
2020,MANHATTAN,81724.12,178.25,9330.71
2020,MANHATTAN,79343.74,215.5,11107.07
2020,MANHATTAN,75949.19,253.25,14456.54
2020,MANHATTAN,81997.8,162.5,8541.5
2020,MANHATTAN,89441.12,19,920.96
2020,MANHATTAN,82973.77,98.25,5702.93
2020,MANHATTAN,86219.78,69,3752.98
2020,MANHATTAN,85473.83,86,4315.34
2020,MANHATTAN,77091.89,65,3313.68
2020,MANHATTAN,83766.63,74,4509.52
2020,MANHATTAN,78375.66,162.75,8265.02
2020,MANHATTAN,85211.15,34,1687.03
2020,MANHATTAN,86635.41,4.75,222.04
2020,MANHATTAN,81147.92,76.75,4130.03
2020,MANHATTAN,66648.74,376,17473.41
2020,MANHATTAN,81324.36,42,2168.34
2020,MANHATTAN,78358.76,100.75,5309.73
2020,MANHATTAN,82793.11,24.25,1189.82
2020,MANHATTAN,66571.78,362,17214.71
2020,MANHATTAN,79807.8,66.5,3156.56
2020,MANHATTAN,76276.06,83.25,4992.24
2020,MANHATTAN,73369.05,190.75,9026.81
2020,MANHATTAN,81097.84,4.25,193.41
2020,MANHATTAN,70828.17,213.5,10754.28
2020,MANHATTAN,76995.16,93.75,4384.56
2020,MANHATTAN,78182.85,61.25,2617.27
2020,MANHATTAN,59133.72,416,20348.52
2020,MANHATTAN,71319.8,94.25,4594.93
2020,MANHATTAN,77854.66,23.75,1218.3
2020,MANHATTAN,76439.5,35.25,1683.64
2020,MANHATTAN,71835.52,137.5,6774.06
2020,MANHATTAN,68278.77,137.75,8630.29
2020,MANHATTAN,74864.69,21,979.85
2020,MANHATTAN,59637.85,393,16931.05
2020,MANHATTAN,76921.23,9,374.8
2020,MANHATTAN,66521.7,189.5,9620.5
2020,MANHATTAN,67094.8,222.25,9296.29
2020,MANHATTAN,69922.59,157.25,6796.85
2020,MANHATTAN,72141.87,80.5,3900.67
2020,MANHATTAN,74459.24,32.75,1451.31
2020,MANHATTAN,71739.06,81.5,3802.02
2020,MANHATTAN,73220.16,27.25,1254.68
2020,MANHATTAN,73113.05,36.75,1760.56
2020,MANHATTAN,74054.53,6,259.74
2020,MANHATTAN,70828.17,69,2872.71
2020,MANHATTAN,66370.96,143,6348.17
2020,MANHATTAN,69187.64,75.5,3350.89
2020,MANHATTAN,71475.19,32.25,1316.13
2020,MANHATTAN,70620.36,54.25,2367.37
2020,MANHATTAN,68598.59,87.5,3984.33
2020,MANHATTAN,59825.93,277.25,11525.88
2020,MANHATTAN,71004.44,4.5,172.42
2020,MANHATTAN,65565.94,93.25,5247.27
2020,MANHATTAN,69277.05,30.5,1295.29
2020,MANHATTAN,67263.33,75.5,2884.91
2020,MANHATTAN,65932.74,92.75,3890.43
2020,MANHATTAN,55488.82,345.5,13674.21
2020,MANHATTAN,67275.33,15.5,755.78
2020,MANHATTAN,67353.88,38.5,1571.88
2020,MANHATTAN,59846.69,203.75,8176.24
2020,MANHATTAN,67416.71,30.5,1243.53
2020,MANHATTAN,58185.25,246.25,9392.34
2020,MANHATTAN,62230.63,120.25,5347.59
2020,MANHATTAN,59668.26,172,7233.56
2020,MANHATTAN,60860.89,158.25,6740.5
2020,MANHATTAN,63191.06,51,2182.27
2020,MANHATTAN,60851.05,58.5,2591.22
2020,MANHATTAN,64525.57,19.75,782.73
2020,MANHATTAN,62024.94,54.25,1934.17
2020,MANHATTAN,64769.16,7.5,317.77
2020,MANHATTAN,63363.36,13.5,541.07
2020,MANHATTAN,59930.57,87.5,3605.77
2020,MANHATTAN,63885.51,2,73.13
2020,MANHATTAN,60155.98,85,3566.57
2020,MANHATTAN,62347.96,36,1349.72
2020,MANHATTAN,57761.91,99.75,3847.92
2020,MANHATTAN,57935.32,117.75,4682.74
2020,MANHATTAN,59809.2,70.25,2483.79
2020,MANHATTAN,60992.07,37,1604.7
2020,MANHATTAN,60654.1,45.25,1865.1
2020,MANHATTAN,60860.89,39.25,1315.87
2020,MANHATTAN,60291.05,50,1844.97
2020,MANHATTAN,57127.38,125,4666.12
2020,MANHATTAN,58185.25,76.25,3069.36
2020,MANHATTAN,60781.49,12.5,414.69
2020,MANHATTAN,57463.27,87.75,3484.44
2020,MANHATTAN,39218.28,505.25,19464.36
2020,MANHATTAN,54390.57,119.25,4817.77
2020,MANHATTAN,53618.61,153.75,5175.98
2020,MANHATTAN,57817.98,15.75,705.87
2020,MANHATTAN,57310.77,22.25,784.45
2020,MANHATTAN,51976.43,1,31.45
2020,MANHATTAN,56909.16,33.75,1248.99
2020,MANHATTAN,54549.3,70.75,2182.14
2020,MANHATTAN,56386.96,26.75,941.02
2020,MANHATTAN,51858.79,144.75,4939.03
2020,MANHATTAN,56661.68,5.75,178.09
2020,MANHATTAN,53933,64.75,2051.06
2020,MANHATTAN,47883.52,193.25,8185.73
2020,BROOKLYN,56289.99,8.75,363.92
2020,MANHATTAN,56386.96,8.5,271.69
2020,MANHATTAN,56243.16,8,311.98
2020,MANHATTAN,55683.91,4,216.08
2020,MANHATTAN,54473.71,50.75,1564.28
2020,MANHATTAN,51858.79,117,3936.98
2020,MANHATTAN,51858.79,71.25,2392.55
2020,MANHATTAN,53253.33,31,1144.36
2020,MANHATTAN,50717.56,106.25,3251.59
2020,MANHATTAN,52896.04,19.75,645.21
2020,MANHATTAN,52746.12,13.25,388.44
2020,MANHATTAN,53137.02,6,191.96
2020,MANHATTAN,50717.56,59.25,1936.1
2020,MANHATTAN,49026.54,115.25,3955.64
2020,MANHATTAN,51858.79,16.25,576.1
2020,MANHATTAN,51985.67,15.5,434.78
2020,MANHATTAN,51858.79,9.25,356.78
2020,MANHATTAN,51858.79,7.5,244.83
2020,MANHATTAN,51928.2,3.5,103.6
2020,MANHATTAN,50717.56,30,848.37
2020,MANHATTAN,50717.56,16.5,472.15
2020,MANHATTAN,50717.56,3.5,97.22
2020,MANHATTAN,49944.66,13.25,364.22
2020,MANHATTAN,45653.22,58,1670.99
2020,MANHATTAN,45797.16,107,3746.72
2020,MANHATTAN,47612.64,14,411.13
2020,MANHATTAN,44616.25,86.5,2564.47
2020,MANHATTAN,45933.14,10,352.35
2020,MANHATTAN,44976.86,16.25,448.41
2020,MANHATTAN,41543.09,108,3261.55
2020,MANHATTAN,43486.36,17.25,619.67
2020,MANHATTAN,39239.15,3,84.56
2020,MANHATTAN,38917.99,1.5,49.26
2020,MANHATTAN,36962.26,1,23.52
2020,MANHATTAN,32614.92,114,3938.17
2020,MANHATTAN,27371.23,96,4892.76
2020,MANHATTAN,31707.67,10,273.66
2020,MANHATTAN,29715.61,4.75,147.28
2020,MANHATTAN,20929.01,127.5,6127.26
2020,MANHATTAN,26307.56,6.5,263.44
2020,MANHATTAN,25993.83,2.5,72.33
2020,MANHATTAN,13692.26,19.75,556.16
2020,MANHATTAN,8962.29,11,393.21
2020,MANHATTAN,7815.82,31.5,1259.78
2020,MANHATTAN,4741.8,1.25,43.79
2020,MANHATTAN,101993.21,247,17828
2020,MANHATTAN,109812.32,71.25,4884.95
2020,MANHATTAN,83896.73,239.75,14084.67
2020,MANHATTAN,82572.26,231,13629.9
2020,MANHATTAN,98347.4,2,112.65
2020,MANHATTAN,76577.05,282.5,16190.27
2020,MANHATTAN,95717.17,2,102.81
2020,MANHATTAN,76322.82,299.5,16098.86
2020,MANHATTAN,79574.05,180.5,9722.18
2020,MANHATTAN,91514.68,6.5,352.35
2020,MANHATTAN,72157.06,298.5,17031.83
2020,MANHATTAN,68739.31,348.5,18479.46
2020,MANHATTAN,81740.41,7.5,350.58
2020,MANHATTAN,71642.76,196.25,9844.41
2020,MANHATTAN,85330.47,87.5,4525
2020,MANHATTAN,68987.19,233.75,12253.72
2020,MANHATTAN,77248.44,67.5,3503.82
2020,MANHATTAN,82933.93,15.5,855.95
2020,MANHATTAN,75423.87,158.5,7428.74
2020,MANHATTAN,81850.69,34.75,1750.76
2020,MANHATTAN,79131.51,19,875.55
2020,MANHATTAN,80622.76,19.25,1341.29
2020,MANHATTAN,69445.13,247.75,12062.25
2020,MANHATTAN,77754.65,61.5,2810.1
2020,MANHATTAN,74650.74,38.5,1849.67
2020,MANHATTAN,68443.58,151.25,6920.14
2020,MANHATTAN,70876.69,95.75,4200.82
2020,MANHATTAN,66471.52,151,7408.21
2020,MANHATTAN,60307.93,456.75,19637.07
2020,MANHATTAN,76443.01,21.75,1027.44
2020,MANHATTAN,75182.49,109.25,5994.01
2020,MANHATTAN,75237.09,83,3918.15
2020,MANHATTAN,73257.44,44.25,2068.77
2020,MANHATTAN,60437.22,323.75,14731.47
2020,MANHATTAN,60232.65,316.75,14232.11
2020,MANHATTAN,68441.74,50.75,2113.09
2020,MANHATTAN,72087.93,5.25,226.34
2020,MANHATTAN,74323.86,29.5,1480.87
2020,MANHATTAN,66054.55,65.25,2954.62
2020,MANHATTAN,67046.58,58,2269.81
2020,MANHATTAN,57482.49,10.25,598.95
2020,MANHATTAN,68443.58,6.5,247.47
2020,MANHATTAN,62541.76,126.25,5490.23
2020,MANHATTAN,58327.66,213.25,8157.64
2020,MANHATTAN,71395.25,14.25,582.47
2020,MANHATTAN,60851.05,77.25,3151.61
2020,MANHATTAN,58802.13,174,7058.1
2020,MANHATTAN,55025.89,241.25,8970.03
2020,MANHATTAN,55008.31,224,8958.98
2020,MANHATTAN,68024.59,2.25,82.02
2020,MANHATTAN,59948.36,53.5,2170.59
2020,MANHATTAN,63383.73,52,2074.41
2020,MANHATTAN,58107.91,78.25,3528.54
2020,MANHATTAN,60851.05,10.5,525.3
2020,MANHATTAN,55579.4,133.25,4933.73
2020,MANHATTAN,59319.83,19.25,830.56
2020,MANHATTAN,58886.34,33.5,1309.22
2020,MANHATTAN,59290.47,35.75,1263.23
2020,MANHATTAN,53690.87,201.75,6688.73
2020,MANHATTAN,55008.31,123,4512.83
2020,MANHATTAN,63720.28,15.5,646.49
2020,MANHATTAN,56139.47,0.75,25.96
2020,MANHATTAN,53922.22,16.75,538.39
2020,MANHATTAN,58246.72,3.5,123.32
2020,MANHATTAN,54359.26,103.75,4120.01
2020,MANHATTAN,55223.1,64.75,2870.89
2020,MANHATTAN,53819.78,139,4512.43
2020,MANHATTAN,53941.7,93,3225.32
2020,MANHATTAN,53922.22,62.25,2824.65
2020,MANHATTAN,53690.87,185.25,6074.33
2020,MANHATTAN,53922.22,33.5,1580.21
2020,MANHATTAN,48715.07,161.75,5975.44
2020,MANHATTAN,53742.93,16.75,669.31
2020,MANHATTAN,53740.86,1,31.38
2020,MANHATTAN,53958.71,89.25,3495.5
2020,MANHATTAN,53690.87,111,3764.41
2020,MANHATTAN,53690.87,29.5,1252.94
2020,MANHATTAN,54945.25,2.5,74.15
2020,MANHATTAN,55794.55,1.75,53.58
2020,MANHATTAN,53690.87,3,89.78
2020,MANHATTAN,53690.87,6.25,209.61
2020,MANHATTAN,54752.18,3.75,110.81
2020,MANHATTAN,49500.14,155.5,4258.44
2020,MANHATTAN,52655.55,30.25,909.5
2020,MANHATTAN,47850.78,116.5,3486.98
2020,MANHATTAN,47598.78,2,55.85
2020,MANHATTAN,40464.29,244,9743.51
2020,MANHATTAN,49749.85,1,28.98
2020,MANHATTAN,47598.78,5,131.76
2020,MANHATTAN,46688.04,24.5,630.72
2020,MANHATTAN,33104.9,7,177.71
2020,MANHATTAN,25260.35,7.75,135.71
2020,MANHATTAN,7507.73,4,158.96
2020,MANHATTAN,120012.42,188.5,13758.8
2020,MANHATTAN,110850.29,65.5,4510.53
2020,MANHATTAN,83163.19,372,21469.75
2020,MANHATTAN,78261.32,344.75,18722.75
2020,MANHATTAN,91196.65,48.75,2389.96
2020,MANHATTAN,80683.81,251.75,13174.94
2020,MANHATTAN,89200.23,79.5,3798.82
2020,MANHATTAN,78261.32,258.25,13029.26
2020,MANHATTAN,90489.29,9.25,425.01
2020,MANHATTAN,83163.19,136.25,7174.66
2020,MANHATTAN,68181.82,454.5,21942.67
2020,MANHATTAN,83163.19,101.25,5226.78
2020,MANHATTAN,83163.19,63,3409.32
2020,MANHATTAN,83163.19,45.5,2088.34
2020,MANHATTAN,68181.82,363.75,17049.94
2020,MANHATTAN,78261.32,129.75,6231.23
2020,MANHATTAN,77493.66,139,7033.29
2020,MANHATTAN,77493.66,105,6213.3
2020,MANHATTAN,76624.24,43.5,2098.66
2020,MANHATTAN,79538.79,14,640.16
2020,MANHATTAN,77539.3,44,1895.48
2020,MANHATTAN,78261.32,6.5,274.71
2020,MANHATTAN,68181.82,190.75,8456.93
2020,MANHATTAN,68181.82,165,7479.92
2020,MANHATTAN,74251.14,30.75,1267.29
2020,MANHATTAN,70210.12,89.75,3640.92
2020,MANHATTAN,65477.75,201,8437.8
2020,MANHATTAN,65539.13,69.25,3098.12
2020,MANHATTAN,73419.73,4,184.91
2020,MANHATTAN,62328.76,276,10795.52
2020,MANHATTAN,57780.73,359.75,14795.54
2020,MANHATTAN,65523.41,131,6597.63
2020,MANHATTAN,68093.42,85.25,3543.49
2020,MANHATTAN,64366.97,52,2854.09
2020,MANHATTAN,68181.82,51,1953.51
2020,MANHATTAN,68181.82,50.75,1924.93
2020,MANHATTAN,68258.52,20.5,766.18
2020,MANHATTAN,68181.82,39.5,1474.99
2020,MANHATTAN,68181.82,14,520.96
2020,MANHATTAN,65922.09,61,2558.73
2020,MANHATTAN,68181.82,6.5,242.5
2020,MANHATTAN,68181.82,7.5,279.85
2020,MANHATTAN,60767.25,48.75,1858.4
2020,MANHATTAN,61259.83,98.75,4053.39
2020,MANHATTAN,57780.73,215,7540.4
2020,MANHATTAN,57780.73,171.75,6481.21
2020,MANHATTAN,57780.73,130,4538.58
2020,MANHATTAN,57780.73,133,4389.82
2020,MANHATTAN,58910.84,79,2999.22
2020,MANHATTAN,60845.63,16,505.05
2020,MANHATTAN,57807.19,80,3069.3
2020,MANHATTAN,55264.24,48,1547.52
2020,MANHATTAN,57780.73,11.75,413.43
2020,MANHATTAN,56667.86,23.5,930.17
2020,MANHATTAN,56599.36,43.75,1405.92
2020,MANHATTAN,51879.33,197.5,5988.77
2020,MANHATTAN,51879.33,139.75,4165.41
2020,MANHATTAN,51879.33,99,3158.78
2020,MANHATTAN,51879.33,62.25,1830.27
2020,MANHATTAN,51879.33,55.25,1551.62
2020,MANHATTAN,51879.33,42.5,1302.57
2020,MANHATTAN,51879.33,26.5,620.86
2020,MANHATTAN,45266.63,89.5,3113.48
2020,MANHATTAN,51879.33,4,121.97
2020,MANHATTAN,45156.76,74.5,2080.88
2020,MANHATTAN,45156.76,60,1414.63
2020,MANHATTAN,45156.76,53.5,1324.13
2020,MANHATTAN,45156.76,30,729.57
2020,MANHATTAN,45156.76,8.5,245.96
2020,MANHATTAN,45156.76,15,340.13
2020,MANHATTAN,44050.4,9.25,245.85
2020,MANHATTAN,31828.19,156.5,6575.98
2020,MANHATTAN,41643.68,39,905.47
2020,MANHATTAN,38499.94,65,1745.85
2020,MANHATTAN,38499.94,31.75,888.33
2020,MANHATTAN,38499.94,23.75,694.46
2020,MANHATTAN,33163.88,156,4538.31
2020,MANHATTAN,38499.94,20,538.67
2020,MANHATTAN,38499.94,8.5,295.15
2020,MANHATTAN,38499.94,3.75,86.8
2020,MANHATTAN,38499.94,2.5,57.87
2020,MANHATTAN,32180.23,159,4472.95
2020,MANHATTAN,36397.18,7.25,279.52
2020,MANHATTAN,30484.96,24.5,734.99
2020,MANHATTAN,30542.74,27,787.06
2020,MANHATTAN,30613.08,6,138.89
2020,MANHATTAN,30646.74,3.25,75.23
2020,MANHATTAN,30323.18,2,46.3
2020,MANHATTAN,30601.86,5.25,124.42
2020,MANHATTAN,28317.21,1,23.15
2020,MANHATTAN,23842.45,58.75,2922.39
2020,MANHATTAN,25722.52,29.25,703.11
2020,MANHATTAN,25722.52,11,254.63
2020,MANHATTAN,25196.73,10.25,237.28
2020,MANHATTAN,25075.43,5.5,127.31
2020,MANHATTAN,25075.43,4.5,104.17
2020,MANHATTAN,24913.65,3.5,81.01
2020,MANHATTAN,24428.28,11.25,266.21
2020,MANHATTAN,24306.98,10.75,269.1
2020,MANHATTAN,21861.81,9.75,367.97
2020,MANHATTAN,19867.52,60.75,1752.32
2020,MANHATTAN,19895.3,3.25,73.04
2020,MANHATTAN,14950.19,70.25,1882.19
2020,MANHATTAN,14950.19,6.75,151.7
2020,MANHATTAN,7718.71,6,220.79
2020,MANHATTAN,6483.89,40.25,1557.11
2020,MANHATTAN,9150.76,50,1842.37
2020,MANHATTAN,7563.59,3.75,173.87
2020,MANHATTAN,6483.89,25,826.86
2020,MANHATTAN,5403.42,11.25,370.94
2020,MANHATTAN,5910.12,27,970.1
2020,MANHATTAN,3860.89,1,36.8
2020,MANHATTAN,2163.55,6.5,224.11
2020,MANHATTAN,1082.95,6,185.47
2020,MANHATTAN,140146.17,1125.25,117728.07
2020,MANHATTAN,140146.17,1007,103226.97
2020,MANHATTAN,230597.55,55.27,3071.28
2020,MANHATTAN,140146.17,726,76465.3
2020,MANHATTAN,151499.39,1169.17,73978.54
2020,BROOKLYN,148716.5,947.33,82384.84
2020,MANHATTAN,166310.57,705.75,80830.38
2020,MANHATTAN,233808.14,135,5143.72
2020,BRONX,148085.79,1101.92,67767.76
2020,MANHATTAN,140146.17,641,66621.51
2020,BRONX,151269.12,976,59459.32
2020,MANHATTAN,144672.19,1090,66096.01
2020,MANHATTAN,147977.31,1116.33,70732.61
2020,MANHATTAN,147775.44,965.17,69955.99
