Fiscal Year,Work Location Borough,Regular Gross Paid,OT Hours,Total OT Paid
2020,MANHATTAN,112783.38,377,36586.15
2020,MANHATTAN,132618.05,221.78,15235.18
2020,MANHATTAN,108768.97,592.2,42859.59
2020,MANHATTAN,129514.16,268.08,20042.56
2020,BROOKLYN,129497.25,229.33,19349.27
2020,MANHATTAN,112633.82,458.93,38680.73
2020,MANHATTAN,108768.97,485.75,40241.33
2020,MANHATTAN,111923.51,684.57,39671.42
2020,BRONX,124852.5,244.43,22832.32
2020,BRONX,108768.97,607.63,35870.31
2020,BROOKLYN,111278.04,661.83,39260.26
2020,BRONX,131514.59,199.67,20188.97
2020,MANHATTAN,111433.12,730.82,38536.69
2020,MANHATTAN,108768.97,528.98,41057.04
2020,MANHATTAN,108768.97,741.15,40904.74
2020,MANHATTAN,108768.97,654.28,35947.02
2020,BRONX,131514.59,244.92,19856.22
2020,QUEENS,108768.97,752.58,36755.96
2020,MANHATTAN,107703.58,510.5,36440.03
2020,MANHATTAN,108768.97,634.38,39772.68
2020,BROOKLYN,108768.97,730.92,38406.85
2020,MANHATTAN,120266.64,421.67,32820.62
2020,MANHATTAN,119409.69,481.87,26162.23
2020,MANHATTAN,108768.97,655.13,42342.41
2020,MANHATTAN,122374.99,349.58,31583.68
2020,MANHATTAN,120135.56,361.83,32703.79
2020,MANHATTAN,108768.97,519.58,42619.88
2020,BRONX,108768.97,554.47,39407.87
2020,QUEENS,120135.56,389.92,29160.46
2020,MANHATTAN,108768.97,525.4,36293.43
2020,MANHATTAN,108768.97,576.17,42863.33
2020,MANHATTAN,108768.97,743,41960.61
2020,MANHATTAN,131514.59,207.67,14658.39
2020,MANHATTAN,120225.86,434.08,23081.79
2020,MANHATTAN,154420.95,114,10209.19
2020,MANHATTAN,108768.97,687.95,36464.21
2020,MANHATTAN,108768.97,724.43,40125.17
2020,MANHATTAN,116317.54,505.83,33224.34
2020,MANHATTAN,131514.59,147.33,10615.34
2020,QUEENS,119409.69,382.95,28588.63
2020,MANHATTAN,108768.97,552.42,43143.21
2020,MANHATTAN,120189.45,443.25,31284.76
2020,MANHATTAN,108768.97,488.47,41057.53
2020,MANHATTAN,129322.88,255.58,19226.85
2020,QUEENS,108768.97,732.53,34585.71
2020,MANHATTAN,108768.97,637.45,38244.04
2020,BROOKLYN,108768.97,765.63,37553.78
2020,MANHATTAN,108768.97,535.87,41935.74
2020,MANHATTAN,108768.97,583.68,34522.58
2020,QUEENS,131499.4,235.33,20053.02
2020,MANHATTAN,108768.97,754.33,36708.51
2020,MANHATTAN,108768.97,605.92,37437.41
2020,MANHATTAN,111451.57,517.7,36466.76
2020,MANHATTAN,108768.97,669.08,41552.06
2020,BROOKLYN,108768.97,708.25,39838.24
2020,QUEENS,111217.17,560.25,39326.45
2020,BRONX,119755.79,480,24214.06
2020,BROOKLYN,108768.97,763.38,36689.73
2020,QUEENS,110986.91,631,49842.62
2020,BRONX,132309.84,203.5,13845.63
2020,QUEENS,108768.97,582.28,36469.15
2020,QUEENS,108768.97,666.92,34526.59
2020,MANHATTAN,108768.97,594.67,41156.85
2020,MANHATTAN,108768.97,607.5,38443.53
2020,BRONX,119723.84,431.75,23629.33
2020,MANHATTAN,110943.3,531.03,43273.3
2020,MANHATTAN,108768.97,531.25,43100.65
2020,BROOKLYN,108768.97,733.78,34406.15
2020,MANHATTAN,147401.05,188.5,20076.05
2020,MANHATTAN,80372.07,372.5,29901.67
2020,MANHATTAN,135470.32,150.08,10516.69
2020,MANHATTAN,108768.97,628.9,35599.09
2020,MANHATTAN,108768.97,516.33,42059.54
2020,MANHATTAN,108768.97,693.72,38675.24
2020,MANHATTAN,108768.97,602.33,42314.06
2020,MANHATTAN,131499.4,231.25,14662.54
2020,MANHATTAN,111923.51,622.3,39183.46
2020,MANHATTAN,108768.97,772.58,41834.55
2020,MANHATTAN,131514.59,209.32,17443.46
2020,BROOKLYN,131514.59,227.67,19986.97
2020,QUEENS,131514.59,254.75,19759.23
2020,BROOKLYN,108768.97,652.27,41843.07
2020,BROOKLYN,108768.97,556.92,42570.75
2020,BROOKLYN,132895.26,188.83,12746.66
2020,QUEENS,134408.79,42.92,4341.25
2020,MANHATTAN,101602.31,998.67,41932.3
2020,MANHATTAN,122212.37,357.33,21453.63
2020,BRONX,108768.97,674.67,34419.4
2020,MANHATTAN,98777.93,1027.17,49247.71
2020,MANHATTAN,108768.97,811.85,38830.84
2020,BROOKLYN,108768.97,599.75,41753.2
2020,MANHATTAN,114375.87,495.75,28682.67
2020,MANHATTAN,124852.5,308.6,24044.47
2020,MANHATTAN,108768.97,709.38,40892.79
2020,MANHATTAN,108768.97,745.38,43523.63
2020,MANHATTAN,111433.12,735.92,34398.95
2020,MANHATTAN,96798.11,1115,53724.9
2020,MANHATTAN,111167.42,476.42,38949.27
2020,MANHATTAN,108768.97,516,40502.37
2020,MANHATTAN,131514.59,222.1,15975.83
2020,MANHATTAN,116911.34,333.75,32074.89
2020,BROOKLYN,108768.97,597.58,41035.84
2020,MANHATTAN,111923.51,686.75,38188.31
2020,BROOKLYN,108768.97,593.5,41994.78
2020,MANHATTAN,109394.44,646.97,45460.57
2020,BRONX,108768.97,673.22,41515.7
2020,BRONX,119409.69,441.38,27892.72
2020,MANHATTAN,108768.97,687.58,38431.16
2020,MANHATTAN,108768.97,548.67,42098.52
2020,MANHATTAN,108768.97,738.5,35239.38
2020,MANHATTAN,108768.97,565.92,42060.9
2020,BROOKLYN,131514.59,181.63,16898.36
2020,BROOKLYN,108768.97,816.73,39381.84
2020,MANHATTAN,108768.97,481.45,39672.51
2020,MANHATTAN,109785.18,546.75,39826.35
2020,MANHATTAN,96798.11,1115.7,52044.92
2020,MANHATTAN,111384.17,631.75,37477.86
2020,MANHATTAN,108768.97,605.43,35002.8
2020,BROOKLYN,144525.87,50,5677.2
2020,MANHATTAN,108768.97,741.65,37376.05
2020,QUEENS,111966.24,498.52,37557.74
2020,MANHATTAN,131514.59,264.92,17249.77
2020,MANHATTAN,131514.59,195.08,15090.6
2020,BRONX,108768.97,641.18,40930.92
2020,MANHATTAN,108768.97,727.9,33969.22
2020,BRONX,109887.03,486.28,38012.51
2020,MANHATTAN,120266.64,407.25,24982.32
2020,BROOKLYN,108768.97,581.08,42787.25
2020,MANHATTAN,108768.97,713.33,36915.06
2020,BROOKLYN,108768.97,729.93,40465.7
2020,BROOKLYN,108768.97,730.98,35965.55
2020,MANHATTAN,108768.97,644,37554.09
2020,MANHATTAN,111108.43,467.9,38003.45
2020,MANHATTAN,124852.5,309.93,24288.89
2020,QUEENS,120135.56,421.13,27758
2020,MANHATTAN,124852.5,316.85,20964.26
2020,MANHATTAN,108768.97,704.68,38472.36
2020,MANHATTAN,108768.97,489.38,41452.33
2020,MANHATTAN,108768.97,568.13,40331.48
2020,QUEENS,112057.95,682.95,37389.06
2020,MANHATTAN,108768.97,528.38,38309.13
2020,BRONX,124852.5,295.55,21978.21
2020,MANHATTAN,96798.11,709.37,52956.88
2020,MANHATTAN,131514.59,179.95,17096.26
2020,BROOKLYN,108768.97,450,38116.54
2020,MANHATTAN,108768.97,503.25,39575.26
2020,QUEENS,108768.97,794.92,39113.18
2020,QUEENS,108768.97,684.45,42139.84
2020,QUEENS,115452.01,516.22,34299.8
2020,QUEENS,108768.97,493.6,41429.72
2020,QUEENS,108768.97,617.83,39125.8
2020,QUEENS,108768.97,641.43,42523.75
2020,MANHATTAN,101919.54,180.55,5633.1
2020,QUEENS,96798.11,1211.58,46122.08
2020,MANHATTAN,76149.47,694.13,37322.16
2020,MANHATTAN,117530,415.75,26191.5
2020,MANHATTAN,108768.97,563.17,41116.94
2020,MANHATTAN,96798.11,798,50781.24
2020,BROOKLYN,108768.97,596.92,36121.16
2020,MANHATTAN,108768.97,810.53,39046.74
2020,QUEENS,108768.97,530.9,38966.82
2020,BROOKLYN,108768.97,618.13,36688.15
2020,QUEENS,129322.88,232.72,21059.66
2020,MANHATTAN,136755.27,156.65,5722.78
2020,MANHATTAN,108768.97,610.25,38645.64
2020,MANHATTAN,108604.09,694,32246.33
2020,MANHATTAN,119755.79,482.08,24127.89
2020,QUEENS,108768.97,637.77,40577.71
2020,MANHATTAN,108768.97,454.83,38612.89
2020,QUEENS,108768.97,634,37333.29
2020,MANHATTAN,108768.97,607.92,38632.8
2020,MANHATTAN,101574.11,992.92,44498.71
2020,BRONX,108768.97,678.22,34381.54
2020,QUEENS,111445.95,523.2,38091.77
2020,MANHATTAN,108768.97,551.27,38539.32
2020,MANHATTAN,108768.97,789.1,38077.82
2020,MANHATTAN,108768.97,557.08,39669.59
2020,QUEENS,110183.07,739.17,35059.14
2020,MANHATTAN,115157.01,398.78,33459.57
2020,MANHATTAN,124852.5,275.33,14608.77
2020,MANHATTAN,108768.97,724.28,38405.22
2020,MANHATTAN,108768.97,792.73,39027.81
2020,QUEENS,126790.89,173,15836.36
2020,MANHATTAN,108768.97,659.5,40325.84
2020,MANHATTAN,109887.03,509.75,37091.95
2020,QUEENS,131514.59,185.92,15111.34
2020,BRONX,108768.97,802.58,38027.24
2020,MANHATTAN,124036.26,400.67,24234.55
2020,BROOKLYN,108768.97,653.75,42942.6
2020,BROOKLYN,120225.86,433.33,26552.02
2020,BROOKLYN,117274.18,514.42,26931.23
2020,QUEENS,132259.06,191.22,17743.35
2020,MANHATTAN,111966.24,444.67,37731.54
2020,MANHATTAN,108768.97,586.75,40221.56
2020,MANHATTAN,111469.37,635.57,32306.81
2020,MANHATTAN,127666.97,263.67,20449.55
2020,BROOKLYN,108768.97,730.5,40470.73
2020,MANHATTAN,130980.72,385.08,21651.59
2020,QUEENS,119723.84,398.33,21796.36
2020,MANHATTAN,108768.97,586.08,40742.68
2020,MANHATTAN,108768.97,721.25,39850.71
2020,MANHATTAN,111108.43,481.08,36596.58
2020,BROOKLYN,120135.56,430.25,28222.49
2020,MANHATTAN,108768.97,857.33,41651.54
2020,QUEENS,108768.97,771.48,41052.32
2020,MANHATTAN,108768.97,685.5,38944.63
2020,MANHATTAN,108768.97,644.25,40016.26
2020,QUEENS,119766.45,465.32,25895.06
2020,MANHATTAN,108768.97,801.4,36703.89
2020,MANHATTAN,99209.61,1001.53,45376.09
2020,BROOKLYN,108768.97,746.87,35048.62
2020,MANHATTAN,108768.97,525.33,38950.75
2020,MANHATTAN,125899.83,305.93,23225.59
2020,MANHATTAN,113612.07,476.25,38565.29
2020,MANHATTAN,108768.97,562.83,43744.31
2020,QUEENS,108768.97,555,44108.85
2020,MANHATTAN,108768.97,772.2,40344.15
2020,BROOKLYN,119766.45,458.17,23797.87
2020,MANHATTAN,121227.67,381.3,29879.7
2020,BROOKLYN,111344.93,526.07,37891.45
2020,BROOKLYN,108615.48,614.55,43334.48
2020,MANHATTAN,108768.97,536.02,39760.94
2020,BROOKLYN,127130.46,301.83,24338.18
2020,BROOKLYN,108768.97,794.42,36654.87
2020,MANHATTAN,108768.97,583.7,34363.91
2020,MANHATTAN,108604.09,808.78,39652.78
2020,MANHATTAN,108768.97,494,40163.99
2020,MANHATTAN,108768.97,530.93,38667.74
2020,MANHATTAN,108768.97,490.83,40635.12
2020,MANHATTAN,108768.97,740.5,34266.14
2020,MANHATTAN,108768.97,543,41425.94
2020,BROOKLYN,131514.59,205.08,18988.26
2020,BROOKLYN,120266.64,419.67,26712.79
2020,QUEENS,108768.97,674.67,40920.22
2020,MANHATTAN,108768.97,553.5,42532.21
2020,BRONX,108768.97,737.87,34663.57
2020,MANHATTAN,108768.97,487.25,39574.66
2020,MANHATTAN,108768.97,515.23,38799.82
2020,MANHATTAN,117992.04,271.93,25951.6
2020,QUEENS,111000.95,488.32,40501.64
2020,MANHATTAN,96798.11,1027.6,46554.57
2020,BROOKLYN,96798.11,1075.5,45149.88
2020,BROOKLYN,96798.11,929.57,51418.43
2020,MANHATTAN,111199.27,489.05,37334.08
2020,MANHATTAN,108768.97,597.63,35222.29
2020,BROOKLYN,108768.97,655.83,38385.2
2020,MANHATTAN,109887.03,581.87,36205.6
2020,MANHATTAN,111386.67,631.25,37843.04
2020,MANHATTAN,108768.97,686.08,33765.67
2020,QUEENS,131514.59,241.25,18328.84
2020,BRONX,108768.97,665.05,36682.54
2020,BROOKLYN,110252.16,553.25,33969.79
2020,QUEENS,108907.97,642,39798.97
2020,MANHATTAN,99209.61,1067.58,45648.78
2020,MANHATTAN,96798.11,975.02,45042.77
2020,BROOKLYN,111429.83,452,37224.02
2020,MANHATTAN,112783.38,363.5,35275.93
2020,MANHATTAN,108768.97,587.08,40589.69
2020,QUEENS,108768.97,572.67,36158.65
2020,BROOKLYN,120266.64,506.33,27723.98
2020,BROOKLYN,108768.97,807.2,37675.62
2020,MANHATTAN,108768.97,655.78,41020.64
2020,QUEENS,105247.17,788.37,44442.53
2020,MANHATTAN,108768.97,697.75,36252.69
2020,BROOKLYN,108768.97,633.78,41270.68
2020,BRONX,109394.44,611.58,40953.32
2020,MANHATTAN,111137.46,505.4,40558.84
2020,MANHATTAN,124852.5,280.5,22207.16
2020,MANHATTAN,125899.83,367.5,26628.09
2020,MANHATTAN,108768.97,477.08,37780.64
2020,MANHATTAN,121628.91,400.5,35227.62
2020,QUEENS,110183.07,508.67,39236.76
2020,MANHATTAN,108768.97,519.32,39480.52
2020,MANHATTAN,108768.97,743.75,38079.38
2020,MANHATTAN,120135.56,359.83,21263.72
2020,BROOKLYN,132895.26,189.83,12633.45
2020,BROOKLYN,110183.07,731.53,35006.94
2020,MANHATTAN,108768.97,524.9,37256.82
2020,MANHATTAN,111424.42,531.35,37240.91
2020,BROOKLYN,131514.59,151,8462.37
2020,MANHATTAN,108768.97,575.72,34541.88
2020,MANHATTAN,108768.97,469.7,40114.23
2020,MANHATTAN,111371.07,657.78,33444.03
2020,MANHATTAN,108768.97,637.67,36857.96
2020,MANHATTAN,108768.97,500.5,39999.13
2020,BRONX,108768.97,454.43,39004.09
2020,MANHATTAN,108768.97,467.45,39145.05
2020,BROOKLYN,101401.91,842.1,43822.88
2020,BROOKLYN,109083.24,604.62,31115.9
2020,QUEENS,99965.96,767.75,45372.1
2020,QUEENS,108768.97,530.85,39603.6
2020,MANHATTAN,108768.97,547.57,41156.97
2020,QUEENS,108768.97,750.47,36995.09
2020,BROOKLYN,108768.97,716.07,40752.77
2020,QUEENS,110863.17,529.2,37180.92
2020,MANHATTAN,110833.49,595.47,35726.92
2020,MANHATTAN,108768.97,574.83,39710.83
2020,MANHATTAN,108768.97,538.3,36961.18
2020,QUEENS,108768.97,568.47,42588.25
2020,QUEENS,124852.5,245.03,20970.08
2020,MANHATTAN,108768.97,650,32505.69
2020,MANHATTAN,108768.97,770.48,37387.59
2020,MANHATTAN,131514.59,177.75,17648.06
2020,MANHATTAN,108768.97,621.83,38809.5
2020,BROOKLYN,108768.97,429.6,37032.73
2020,MANHATTAN,108768.97,486.57,37807.77
2020,BRONX,108768.97,611.9,43296.57
2020,QUEENS,119409.69,454,30029.33
2020,QUEENS,99191.76,938.35,43453.32
2020,QUEENS,108768.97,810.67,39190.72
2020,MANHATTAN,108768.97,553.83,39212.93
2020,MANHATTAN,108768.97,650.83,40471.53
2020,QUEENS,120189.45,379.75,32024.66
2020,MANHATTAN,108768.97,632.38,36868.23
2020,BRONX,108768.97,505.6,38319.62
2020,MANHATTAN,108768.97,727,35881.04
2020,MANHATTAN,116317.54,483.92,27937.75
2020,MANHATTAN,124852.5,286.77,23244.48
2020,BRONX,108768.97,793.15,38576.27
2020,QUEENS,124852.5,306.23,22132.03
2020,MANHATTAN,108768.97,484,39105.3
2020,MANHATTAN,108768.97,685.32,37191.22
2020,MANHATTAN,111923.51,598.25,33374.48
2020,MANHATTAN,131514.59,177.47,17101.32
2020,MANHATTAN,108768.97,650.17,38049.93
2020,BROOKLYN,108768.97,729.13,35631.52
2020,BRONX,108768.97,666.75,37779.73
2020,MANHATTAN,112483.03,469,36881.24
2020,QUEENS,124852.5,289.53,24556.85
2020,MANHATTAN,101621.11,962.1,42049.59
2020,QUEENS,108768.97,514.45,39397.33
2020,QUEENS,124852.5,292.03,23944.2
2020,MANHATTAN,108768.97,745.6,35658.9
2020,QUEENS,108768.97,645.22,34685.67
2020,BROOKLYN,108768.97,499.75,35789.79
2020,MANHATTAN,111132.06,478.58,38152.75
2020,MANHATTAN,96798.11,869.5,50295.76
2020,QUEENS,102881.83,741.1,43549.8
2020,BROOKLYN,131514.59,178.25,17920.03
2020,MANHATTAN,126155.63,420,38604.12
2020,MANHATTAN,108768.97,596.73,39075.1
2020,MANHATTAN,111451.57,606,32695.51
2020,BROOKLYN,100849.17,1015.38,45934.02
2020,MANHATTAN,108768.97,742.92,38213.33
2020,MANHATTAN,104526.08,542.5,44579.56
2020,BRONX,131514.59,137.08,7980.39
2020,BROOKLYN,131514.59,179,14246.79
2020,MANHATTAN,108768.97,576.02,39702.13
2020,MANHATTAN,108768.97,438.35,31918.69
2020,BROOKLYN,108768.97,497,41098.48
2020,QUEENS,119609.97,450.75,26848.77
2020,MANHATTAN,108768.97,463.32,34185.7
2020,MANHATTAN,108768.97,668.65,42372.47
2020,BRONX,117530,412.32,23278.8
2020,QUEENS,108768.97,645.17,32191.05
2020,BROOKLYN,111529.48,587.72,31355.95
2020,MANHATTAN,108768.97,464.85,38759.77
2020,MANHATTAN,108768.97,846,39181.24
2020,QUEENS,120225.86,397.17,27834.85
2020,BRONX,133123.67,168.17,11328.16
2020,QUEENS,108768.97,722.13,35225.15
2020,BRONX,120189.45,326.22,20146.71
2020,QUEENS,108768.97,618.43,37583.88
2020,BROOKLYN,108768.97,717.93,34414.23
2020,MANHATTAN,108768.97,483.5,37840.55
2020,MANHATTAN,107177.3,536.67,37750.22
2020,BRONX,133123.67,137,9231.48
2020,BROOKLYN,98990.41,863,42971.17
2020,MANHATTAN,108768.97,481,38607.55
2020,BRONX,111446.29,632.9,39374.05
2020,MANHATTAN,81829.97,379.25,33835.33
2020,MANHATTAN,99209.61,965,41734.17
2020,MANHATTAN,108768.97,512.5,38606.29
2020,MANHATTAN,108768.97,499.25,39929.55
2020,MANHATTAN,108768.97,479,40003.97
2020,MANHATTAN,131499.4,205.47,18515.01
2020,MANHATTAN,108768.97,548.13,38951.47
2020,MANHATTAN,108768.97,467.47,37872.25
2020,BROOKLYN,131514.59,120.08,8311.28
2020,QUEENS,87998.48,1586.75,55373.45
2020,MANHATTAN,108768.97,711.42,37361.43
2020,BROOKLYN,108768.97,707.02,37749.99
2020,MANHATTAN,124852.5,218.77,21261.11
2020,BRONX,108768.97,607.25,42597.73
2020,QUEENS,108768.97,684.3,37081.11
2020,MANHATTAN,99209.61,932.75,45567.17
2020,MANHATTAN,108768.97,517.85,41009.22
2020,MANHATTAN,103961.19,546.42,42535
2020,MANHATTAN,110026.03,463.17,36938.29
2020,BROOKLYN,111156.22,565.88,38029.47
2020,MANHATTAN,108768.97,615.87,33022.37
2020,MANHATTAN,108768.97,542.5,38003.98
2020,BROOKLYN,124852.5,255.88,23354.44
2020,MANHATTAN,124852.5,215.85,20977.63
2020,BROOKLYN,96798.11,760.57,44144
2020,MANHATTAN,108768.97,522.37,36263.49
2020,BROOKLYN,108768.97,476.28,38859.86
2020,QUEENS,108768.97,594.42,40543.59
2020,MANHATTAN,109631.1,271,20794.12
2020,BROOKLYN,111336.62,633,35947.26
2020,MANHATTAN,111207.67,541.13,36520.96
2020,QUEENS,108768.97,586.92,34987.25
2020,QUEENS,108768.97,647.75,37447.37
2020,QUEENS,108768.97,575.58,37266.02
2020,MANHATTAN,99209.61,973.57,41478.81
2020,QUEENS,108768.97,606.5,30786.9
2020,BRONX,131514.59,235.42,17818.04
2020,MANHATTAN,108768.97,615.58,38025.83
2020,MANHATTAN,109083.24,523.48,41543.71
2020,BROOKLYN,108768.97,552.95,38154.44
2020,MANHATTAN,108768.97,487.45,39836.75
2020,MANHATTAN,108768.97,590.42,41858.69
2020,QUEENS,108768.97,492.55,38791.94
2020,MANHATTAN,108768.97,504.75,38144.31
2020,MANHATTAN,96798.11,978.77,45777.01
2020,MANHATTAN,108768.97,544.25,39820.88
2020,MANHATTAN,108768.97,627.88,36699.2
2020,BROOKLYN,111294.42,509.4,38718.98
2020,BRONX,133123.67,182.75,12301.1
2020,QUEENS,108768.97,676.12,32823.58
2020,MANHATTAN,108768.97,747.5,35557.71
2020,MANHATTAN,108768.97,741.92,38058.44
2020,MANHATTAN,108768.97,475.05,36955.31
2020,QUEENS,96798.11,983.82,48853
2020,QUEENS,108768.97,643.43,35018.78
2020,BROOKLYN,109785.18,444.95,37215.6
2020,MANHATTAN,108768.97,529.2,39752.35
2020,MANHATTAN,105247.17,807.58,41515.28
2020,MANHATTAN,108768.97,553.83,39721.58
2020,BRONX,108768.97,629.27,32683.26
2020,BRONX,133317.75,104.75,7122.2
2020,BROOKLYN,108768.97,775.82,35944.07
2020,QUEENS,149934.96,109.5,12177.82
2020,MANHATTAN,124852.5,298.67,17175.37
2020,BRONX,131514.59,215.42,15440.91
2020,MANHATTAN,108768.97,654.73,37641.66
2020,MANHATTAN,108768.97,730.75,38340.19
2020,BROOKLYN,111011.73,577.68,30035.82
2020,MANHATTAN,124852.5,281.45,21631.74
2020,BROOKLYN,108768.97,519.87,36808.78
2020,MANHATTAN,140927.28,47.25,2308.83
2020,BRONX,111208.72,428.9,36775.57
2020,MANHATTAN,108768.97,540.5,37935.45
2020,QUEENS,131514.59,145.67,8157.33
2020,MANHATTAN,111206.44,619.27,37909.83
2020,QUEENS,131626.74,326.25,31478.62
2020,BROOKLYN,98772.45,990,41560.78
2020,MANHATTAN,108768.97,562.42,40589.11
2020,MANHATTAN,108768.97,675.82,36291.19
2020,BROOKLYN,108768.97,662.6,31385.65
2020,MANHATTAN,108768.97,692.42,38639.16
2020,QUEENS,111923.51,477.68,34615.74
2020,MANHATTAN,108768.97,543.17,41085.39
2020,QUEENS,120540.92,368,34437.08
2020,MANHATTAN,111156.22,452.78,37469.73
2020,MANHATTAN,108768.97,579.67,38606.87
2020,BRONX,108768.97,548.27,39011.76
2020,QUEENS,108768.97,594.98,34120.05
2020,MANHATTAN,108768.97,464.5,39255.45
2020,MANHATTAN,96798.11,1035.5,43470.85
2020,QUEENS,108768.97,594.52,31339.61
2020,BRONX,108768.97,641.42,40505.71
2020,MANHATTAN,108768.97,503.62,37076.04
2020,MANHATTAN,108768.97,535.9,37369.72
2020,MANHATTAN,128543.45,248,22987.02
2020,MANHATTAN,98727.31,1089.75,46380.58
2020,MANHATTAN,111066.48,507.05,37799.04
2020,BROOKLYN,131514.59,147,8072.63
2020,MANHATTAN,108768.97,540.32,40190.99
2020,BROOKLYN,108768.97,556.92,41796.34
2020,QUEENS,96798.11,902.75,47410.84
2020,MANHATTAN,108768.97,710.18,33957.92
2020,MANHATTAN,108768.97,656.53,34103.02
2020,MANHATTAN,134894.52,115.92,10841.43
2020,MANHATTAN,119409.69,370.4,22170.53
2020,MANHATTAN,108768.97,495.58,40863.68
2020,QUEENS,125899.83,439,25224.17
2020,BRONX,108768.97,643.35,33655.7
2020,MANHATTAN,79887.72,413.75,31201.29
2020,BRONX,108768.97,694.58,38233.38
2020,MANHATTAN,111923.51,469,32482.98
2020,MANHATTAN,108768.97,515.5,33890.68
2020,MANHATTAN,100402.74,874.12,42962.14
2020,BROOKLYN,108768.97,484.4,36575.2
2020,QUEENS,108768.97,507.05,39065.58
2020,MANHATTAN,108768.97,514.9,38128.96
2020,MANHATTAN,108768.97,554.27,37246.43
2020,MANHATTAN,108768.97,739.6,36808.84
2020,BRONX,108768.97,631.38,37753.22
2020,MANHATTAN,108768.97,624.12,36737.82
2020,QUEENS,142368.54,54.75,4695.05
2020,BROOKLYN,133317.75,144.5,9721.29
2020,MANHATTAN,96798.11,998.7,42743.22
2020,MANHATTAN,131514.59,166.75,15496.2
2020,MANHATTAN,108768.97,484.25,40625.51
2020,MANHATTAN,126790.89,261.8,17793.02
2020,MANHATTAN,111410.56,659.15,39660.97
2020,MANHATTAN,108907.97,517.17,38370.29
2020,MANHATTAN,110071.48,385.5,34859.82
2020,MANHATTAN,108768.97,662.7,41714.47
2020,MANHATTAN,108768.97,539.1,38729.3
2020,MANHATTAN,108768.97,721.95,37866.66
2020,MANHATTAN,108768.97,532.18,37750.25
2020,MANHATTAN,108768.97,483.35,40571.63
2020,BROOKLYN,108768.97,539.75,35311.56
2020,BROOKLYN,130382.65,152.88,8960.56
2020,MANHATTAN,111146.42,481.92,38350.44
2020,BROOKLYN,108768.97,738.9,35197.41
2020,QUEENS,129322.88,186.92,17005.87
2020,QUEENS,108768.97,622.1,38720.29
2020,MANHATTAN,108768.97,636.83,34854.38
2020,BROOKLYN,108768.97,603.32,31727.56
2020,MANHATTAN,108768.97,627.82,35849.47
2020,MANHATTAN,108768.97,687.78,37764.51
2020,MANHATTAN,111213.17,461.42,35438.49
2020,MANHATTAN,111546.97,562.6,29909.01
2020,MANHATTAN,108768.97,664,35177.46
2020,BRONX,131514.59,134.25,7595.98
2020,BROOKLYN,108384.99,575.33,36626.69
2020,BROOKLYN,96798.11,1126.12,47336.6
2020,MANHATTAN,108768.97,552.92,34254.97
2020,BROOKLYN,108768.97,726.8,40862.37
2020,MANHATTAN,109631.1,279.5,22022.28
2020,MANHATTAN,108768.97,553.22,38777.25
2020,MANHATTAN,124852.5,234.78,18782.35
2020,BROOKLYN,108768.97,674.9,34620.81
2020,MANHATTAN,108768.97,485.38,39143.74
2020,MANHATTAN,124852.5,255.83,21088.51
2020,MANHATTAN,96798.11,940.05,49829.95
2020,MANHATTAN,108768.97,525.87,34909.3
2020,BROOKLYN,108768.97,679.17,33025.15
2020,MANHATTAN,108768.97,621.08,30649.79
2020,QUEENS,96798.11,970,43153.59
2020,MANHATTAN,108768.97,595,35592.06
2020,QUEENS,120189.45,362.58,20793.15
2020,BROOKLYN,99632.7,767.72,43236.39
2020,MANHATTAN,108768.97,458,37740.65
2020,MANHATTAN,154420.95,99.25,9278.63
2020,MANHATTAN,108768.97,610.52,34072.56
2020,MANHATTAN,110826.13,468.77,36380.82
2020,QUEENS,108768.97,508.7,39959.1
2020,MANHATTAN,114375.87,404.32,29185.85
2020,MANHATTAN,108768.97,527.25,40073.62
2020,MANHATTAN,108768.97,486.52,38091.53
2020,MANHATTAN,108768.97,549.8,38121.69
2020,MANHATTAN,109631.1,289,22902.49
2020,QUEENS,111151.11,402.6,29383.76
2020,MANHATTAN,108768.97,546.17,36901.58
2020,MANHATTAN,108768.97,772.5,38876.12
2020,BROOKLYN,105757.42,727.67,39902.67
2020,QUEENS,109785.18,462.6,32555.47
2020,MANHATTAN,109631.1,357,27219.48
2020,BROOKLYN,108768.97,636.9,32473.43
2020,MANHATTAN,108768.97,676.42,37221.01
2020,MANHATTAN,109631.1,281,21511.02
2020,BRONX,111554.48,566.32,28884.14
2020,QUEENS,108565.73,419.25,37502.06
2020,BROOKLYN,119409.69,395.08,23752.73
2020,MANHATTAN,119766.45,389.67,29633.11
2020,MANHATTAN,108768.97,455.22,36880.77
2020,BRONX,108768.97,575.02,27433
2020,MANHATTAN,132899.06,97.33,6634.75
2020,BROOKLYN,108768.97,506.07,36261.09
2020,MANHATTAN,117530,234.08,16238.24
2020,BRONX,117530,400.97,23682.88
2020,BROOKLYN,99182.51,1018.6,44436.45
2020,MANHATTAN,132980.98,113.08,7831.29
2020,BROOKLYN,108768.97,595.73,30437.05
2020,MANHATTAN,108768.97,438.83,35427.82
2020,MANHATTAN,108768.97,521,35752.05
2020,BRONX,108768.97,486.18,29313.21
2020,MANHATTAN,108768.97,477.43,38689.88
2020,MANHATTAN,99327.05,992.47,44801.64
2020,MANHATTAN,109631.1,226.75,16923.87
2020,MANHATTAN,108768.97,604.17,36176.57
